player_id,short_name,long_name,player_positions,overall,potential,age,nationality_name,preferred_foot
243576,Pedro Porro,Pedro Antonio Porro Sauceda,"RB, RM",82,85,25,Spain,Right
231747,K. Mbappé,Kylian Mbappé Lottin,"ST, LW, LM",91,94,26,France,Right
222665,M. Ødegaard,Martin Ødegaard,"CM, CAM",87,89,26,Norway,Left
210411,Otávio,Otávio Edmilson da Silva Monteiro,"CAM, CM, RM",82,82,30,Portugal,Right
243245,O. Kökçü,Orkun Kökçü,"CM, CAM, CDM",82,86,24,Türkiye,Right
224334,M. Acuña,Marcos Javier Acuña,"LB, LM",78,78,33,Argentina,Left
237238,S. McTominay,Scott Francis McTominay,"CM, CAM, LM",85,85,28,Scotland,Right
202126,H. Kane,Harry Edward Kane,ST,89,89,31,England,Right
248243,E. Camavinga,Eduardo Celmi Camavinga,"CM, CDM, LB",83,90,22,France,Left
224293,Rúben Neves,Rúben Diogo da Silva Neves,"CDM, CM",84,85,28,Portugal,Right
246863,F. Nmecha,Felix Kalu Nmecha,"CDM, CM",82,86,24,Germany,Right
258648,Carlos Augusto,Carlos Augusto Zopalato Neves,"LB, CB, LM",81,82,26,Brazil,Left
210881,J. McGinn,John McGinn,"LM, RM, CAM, LB",81,81,30,Scotland,Left
225201,Berenguer,Alejandro Berenguer Remiro,"LM, RM, CAM, LW",82,82,29,Spain,Right
208333,E. Can,Emre Can,"CB, CDM, CM",82,82,31,Germany,Right
228251,L. Pellegrini,Lorenzo Pellegrini,"CAM, CM",80,80,29,Italy,Right
240950,Pedro Gonçalves,Pedro António Pereira Gonçalves,"CAM, LM, CM",83,83,27,Portugal,Right
223334,Joelinton,Joelinton Cassio Apolinário de Lira,"CM, LW, LM",82,82,28,Brazil,Right
252145,Nuno Mendes,Nuno Alexandre Tavares Mendes,"LB, LM",86,89,23,Portugal,Left
188545,R. Lewandowski,Robert Lewandowski,ST,88,88,36,Poland,Right
247246,K. Thuram,Khéphren Thuram-Ulien,"CM, CDM",81,85,24,France,Right
181458,I. Perišić,Ivan Perišić,"RW, LW, RM",81,81,36,Croatia,Right
243014,B. Mbeumo,Bryan Tetsadong Marceau Mbeumo,"RW, RM, ST",85,86,25,Cameroon,Left
216393,Y. Tielemans,Youri Tielemans,"CM, CDM, CAM",85,85,28,Belgium,Right
195479,J. Tavernier,James Henry Tavernier,"RB, RM",77,77,33,England,Right
256790,J. Musiala,Jamal Musiala,"CAM, LM, CM, ST",88,92,22,Germany,Right
239231,Marc Cucurella,Marc Cucurella Saseta,LB,84,85,26,Spain,Left
223959,L. Torreira,Lucas Sebastián Torreira di Pascua,"CDM, CM",83,83,29,Uruguay,Right
212811,M. Lemina,Mario René Junior Lemina,"CDM, CM",79,79,31,Gabon,Right
177003,L. Modrić,Luka Modrić,"CM, CAM, CDM",83,83,39,Croatia,Right
230938,F. Kessié,Franck Yannick Kessié,"CDM, CM, CB",80,81,28,Côte d'Ivoire,Right
226226,G. Lo Celso,Giovani Lo Celso,"CAM, CM, CDM",82,82,29,Argentina,Left
231913,F. Aursnes,Fredrik Aursnes,"CM, RB, RM, CAM",80,80,29,Norway,Right
247394,D. Kulusevski,Dejan KulusevskiДејан Кулушевски,"CM, RW, CAM",83,86,25,Sweden,Left
218667,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,"CM, RM, CDM, CAM",84,84,30,Portugal,Left
256630,F. Wirtz,Florian Richard Wirtz,"CAM, ST, CM",89,93,22,Germany,Right
238744,W. McKennie,Weston James Earl McKennie,"CM, CDM, CAM",78,79,26,United States,Right
213666,R. Loftus-Cheek,Ruben Ira Loftus-Cheek,"CM, CAM",80,80,29,England,Right
202648,Sergi Darder,Sergi Darder Moll,"LM, CM, CDM, LW",81,81,31,Spain,Right
219683,C. Tolisso,Corentin Tolisso,"CM, CDM, CAM",81,81,30,France,Right
216352,M. Brozović,Marcelo Brozović,"CDM, CM",81,81,32,Croatia,Right
251479,M. De Cuyper,Maxim De Cuyper,"LB, RB, LM",80,86,24,Belgium,Left
251806,Q. Timber,Quinten Ryan Crispito Timber,"CM, CDM, CAM",80,85,24,Netherlands,Right
211093,C. McGregor,Callum William McGregor,"CDM, CM",79,79,32,Scotland,Left
236499,Douglas Luiz,Douglas Luiz Soares de Paulo,"CM, CDM",80,80,27,Brazil,Right
215590,Ayoze,Ayoze Pérez Gutiérrez,"ST, CAM",83,83,31,Spain,Right
234396,A. Davies,Alphonso Boyle Davies,"LB, LM",84,87,24,Canada,Left
239807,D. Frattesi,Davide Frattesi,CM,81,83,25,Italy,Right
227890,Nuno Santos,Nuno Miguel Gomes dos Santos,"LM, LB, LW",79,79,30,Portugal,Left
236496,M. Guendouzi,Mattéo Elias Kenzo Guendouzi Olié,"CDM, CM",82,85,26,France,Right
256079,M. Caicedo,Moisés Isaac Caicedo Corozo,"CDM, CM",87,89,23,Ecuador,Right
251517,J. Gvardiol,Joško Gvardiol,"LB, CB, LM",84,87,23,Croatia,Left
227236,A. Zambo Anguissa,André-Frank Zambo Anguissa,"CM, CAM",82,82,29,Cameroon,Right
186345,K. Trippier,Kieran John Trippier,"RB, RM",80,80,34,England,Right
233927,Lucas Paquetá,Lucas Tolentino Coelho de Lima,"CM, LM, CAM",80,80,27,Brazil,Left
270571,Gabriel Sara,Gabriel Davi Gomes Sara,"CM, CAM, RM",80,83,26,Brazil,Left
244669,M. Hjulmand,Morten Blom Due Hjulmand,"CDM, CM",83,86,26,Denmark,Right
232665,M. Arambarri,Mauro Wilney Arambarri Rosa,"CM, CDM",80,80,29,Uruguay,Right
246321,D. Maeda,Daizen Maeda前田 大然,"LW, ST, RW, LM",79,79,27,Japan,Right
239085,E. Haaland,Erling Braut Håland,ST,90,92,24,Norway,Left
226851,B. Pavard,Benjamin Pavard,CB,84,84,29,France,Right
254243,E. Anderson,Elliot Junior Anderson,"CDM, CM",80,85,22,England,Right
181291,G. Wijnaldum,Georginio Gregion Emile Wijnaldum,"CAM, ST, CM",78,78,34,Netherlands,Right
192638,Marcos Alonso,Marcos Alonso Mendoza,"CB, LB",79,79,34,Spain,Left
228813,Aleix García,Aleix García Serrano,"CM, CDM",83,83,28,Spain,Right
257279,Álex Baena,Alejandro Baena Rodríguez,"LM, ST, LW",84,89,23,Spain,Right
256853,M. Tillman,Malik Leon Tillman,"CAM, LW, CM",82,87,23,United States,Right
231521,E. Palacios,Exequiel Alejandro Palacios,"CM, CDM",84,86,26,Argentina,Right
251377,R. Zalazar,Rodrigo Zalazar Martínez,"CAM, CM, LM",79,82,25,Uruguay,Right
204963,Carvajal,Daniel Carvajal Ramos,"RB, RM",85,85,33,Spain,Right
193747,Koke,Jorge Resurrección Merodio,"CM, CDM",81,81,33,Spain,Right
242280,L. Ferguson,Lewis Ferguson,"CM, CDM, CAM",78,81,25,Scotland,Right
262881,R. Ríos,Richard Rios Montoya,"CM, CDM",79,83,25,Colombia,Right
217870,G. Di Lorenzo,Giovanni Di Lorenzo,"RB, CB, RM",83,83,31,Italy,Right
257534,C. Palmer,Cole Jermaine Palmer,"CAM, RM, ST",87,90,23,England,Left
234060,Y. Herrera,Yangel Clemente Herrera Ravelo,"CM, CDM, CAM",81,82,27,Venezuela,Right
261865,Miguel Gutiérrez,Miguel Gutiérrez Ortega,"LB, LM",81,85,23,Spain,Left
220651,Angeliño,José Ángel Esmoris Tasende,"LB, LM",79,79,28,Spain,Left
266866,Éderson,Éderson José dos Santos Lourenço da Silva,CM,82,85,25,Brazil,Right
206511,M. Arnold,Maximilian Arnold,"CDM, CM",79,79,31,Germany,Left
236015,M. Gibbs-White,Morgan Anthony Gibbs-White,"CAM, ST",82,84,25,England,Right
222077,M. Locatelli,Manuel Locatelli,"CDM, CM",84,85,27,Italy,Right
233096,D. Dumfries,Denzel Justus Morris Dumfries,"RB, RM",84,84,29,Netherlands,Right
200458,L. Digne,Lucas Digne,"LB, LM",80,80,31,France,Left
212242,R. Andrich,Robert Andrich,"CDM, CM, CB",81,81,30,Germany,Right
241637,A. Tchouaméni,Aurélien Djani Tchouameni,"CDM, CM, CB",84,87,25,France,Right
215441,S. Guirassy,Serhou Yadaly Guirassy,ST,87,87,29,Guinea,Right
253727,L. Provod,Lukáš Provod,"CAM, CM, LM",78,78,28,Czechia,Left
220502,M. Zaccagni,Mattia Zaccagni,"LM, LW",84,84,30,Italy,Right
208461,M. de Roon,Marten Elco de Roon,"CM, CDM",81,81,34,Netherlands,Right
215449,R. Skov,Robert Faxe Skov,"LB, RB, RM, LM",74,74,29,Denmark,Left
235944,Brais Méndez,Brais Méndez Portela,"CM, RM, CAM",81,81,28,Spain,Left
223697,R. Gosens,Robin Everardus Gosens,"LB, LM",80,80,30,Germany,Left
226271,Fabián Ruiz,Fabián Ruiz Peña,"CM, CDM",85,85,29,Spain,Left
234741,G. Hamer,Gustavo Martin Emilio Hamer,"LM, CM, LW",77,77,28,Netherlands,Right
220697,J. Maddison,James Daniel Maddison,"CM, CAM",84,84,28,England,Right
190765,P. Groß,Pascal Groß,"CDM, CM",80,80,34,Germany,Right
183512,Yuri Berchiche,Yuri Berchiche Izeta,"LB, LM",79,79,35,Spain,Left
209889,R. Guerreiro,Raphaël Adelino José Guerreiro,"LB, CM, RB, LM",80,80,31,Portugal,Left
225375,K. Laimer,Konrad Laimer,"RB, CDM, CM, RM",82,82,28,Austria,Right
189332,Jordi Alba,Jordi Alba Ramos,LB,78,78,36,Spain,Left
247972,D. Olaru,Darius Dumitru Olaru,"CM, CAM",73,73,27,Romania,Right
260247,M. Rogers,Morgan Elliot Rogers,"CAM, RM, LM, CM",82,86,22,England,Right
208418,Y. Carrasco,Yannick Ferreira Carrasco,"LW, LM",81,81,31,Belgium,Right
271421,D. Doué,Désiré Doué,"RW, LW, CM, RM",85,91,20,France,Right
228093,M. Thuram,Marcus Lilian Thuram-Ulien,ST,85,85,27,France,Right
236703,D. Raum,David Raum,"LB, LM",82,83,27,Germany,Left
241651,V. Gyökeres,Viktor Einar Gyökeres,ST,87,88,27,Sweden,Right
259913,G. Sudakov,Georgiy SudakovСудаков Георгій Вікторович,"CAM, CM, CDM",80,87,22,Ukraine,Right
212523,Anderson Talisca,Anderson Souza Conceição,"CAM, ST, RW, CM",81,81,31,Brazil,Left
272500,C. Baleba,Carlos Noom Quomah Baleba,"CDM, CM",81,87,21,Cameroon,Left
212207,N. Stanciu,Nicolae Claudiu Stanciu,"CM, CAM",77,77,32,Romania,Right
245367,X. Simons,Xavier Quentin Shay Simons,"CAM, LM, ST",84,87,22,Netherlands,Right
201389,C. Biraghi,Cristiano Biraghi,"LB, LM",78,78,32,Italy,Left
199503,G. Xhaka,Granit Xhaka,"CDM, CM",85,85,32,Switzerland,Left
211110,P. Dybala,Paulo Bruno Exequiel Dybala,"CAM, ST",86,86,31,Argentina,Left
227796,C. Pulisic,Christian Mate Pulišić,"RW, RM, CAM",84,84,26,United States,Right
204539,L. Advíncula,Luis Jan Piers Advíncula Castrillón,"RB, RM",75,75,35,Peru,Right
208722,S. Mané,Sadio Mané,"LM, RM, ST, LW",83,83,33,Senegal,Right
216201,Iñaki Williams,Iñaki Williams Arthuer,"RM, ST, RW",83,83,31,Ghana,Right
256688,C. Puertas,Cameron Mitchel Puertas Castro,"CAM, CM",78,79,26,Spain,Right
239093,J. Clauss,Jonathan Clauss,"RB, RM",80,80,32,France,Right
260908,M. Kerkez,Milos KerkezМилош Керкез,"LB, LM",82,86,21,Hungary,Left
250723,K. Koné,Kouadio Emmanuel Boris Koné,CM,79,84,24,France,Right
244309,T. Teuma,Teddy Teuma,"CAM, CM",75,75,31,Malta,Left
259694,Mingueza,Óscar Mingueza García,"RB, RM, LM",80,83,26,Spain,Right
200104,H. Son,Heung-min Son손흥민 孙兴慜,"LW, ST, LM",85,85,32,Korea Republic,Right
215914,N. Kanté,N'Golo Kanté,"CDM, CM",85,85,34,France,Right
188377,K. Walker,Kyle Andrew Walker,"RB, RM",79,79,35,England,Right
189513,Parejo,Daniel Parejo Muñoz,"CM, CDM",82,82,36,Spain,Right
240734,M. O'Riley,Matthew Sean O'Riley,"CAM, CM",78,83,24,Denmark,Left
241084,L. Díaz,Luis Fernando Díaz Marulanda,"LM, LW, ST",85,85,28,Colombia,Right
225309,N. Amiri,Nadiem Amiri,"CM, CAM",81,81,28,Germany,Right
207410,M. Kovačić,Mateo Kovačić,"CM, CDM, CAM",83,83,31,Croatia,Right
236657,F. Ugrinić,Filip Ugrinić,"CM, CAM, CDM",75,78,26,Switzerland,Right
224574,O. Pineda,Orbelín Pineda Alvarado,"CAM, CM, RB",77,77,29,Mexico,Right
207439,L. Paredes,Leandro Daniel Paredes,"CM, CDM",78,78,31,Argentina,Right
237692,P. Foden,Philip Walter Foden,"RW, CM, LW, RM",85,88,25,England,Left
253124,Matheus Nunes,Matheus Luiz Nunes,"RB, CM, RM",79,80,26,Portugal,Right
186942,İ. Gündoğan,İlkay Gündoğan,"CM, CDM, CAM",83,83,34,Germany,Right
270673,W. Zaïre-Emery,Warren Zaïre-Emery,"CM, CDM, CAM",80,87,19,France,Right
242201,Luis Milla,Luis Milla Manzanares,"CM, CDM",79,79,30,Spain,Right
210602,S. Al Dawsari,Salem Al Dawsariسالم الدوسري,"LM, LW",82,82,33,Saudi Arabia,Right
258775,L. Sučić,Luka Sučić,"CM, CAM",78,86,22,Croatia,Left
231969,R. Malinovskyi,Ruslan MalinovskyiМаліновський Руслан Володимирович,"CM, CAM, CDM",76,76,32,Ukraine,Left
242516,C. Gakpo,Cody Mathès Gakpo,"LM, LW",84,85,26,Netherlands,Right
241811,Sergio Gómez,Sergio Gómez Martín,"LM, CM, LB",79,82,24,Spain,Left
244374,M. Shaparenko,Mykola ShaparenkoШапаренко Микола Володимирович,"CM, CAM, CDM",78,79,26,Ukraine,Right
273018,Andrey Santos,Andrey Nascimento dos Santos,"CM, CDM",80,87,21,Brazil,Right
259516,Johnny Cardoso,João Lucas de Souza Cardoso,"CDM, CM",81,87,23,United States,Right
221697,O. Watkins,Oliver George Arthur Watkins,ST,84,84,29,England,Right
247827,M. Olise,Michael Akpovie Olise,"RM, RW",86,88,23,France,Left
216150,D. Zappacosta,Davide Zappacosta,"LM, RM, LB",79,79,33,Italy,Right
183711,J. Henderson,Jordan Brian Henderson,"CDM, CM",79,79,35,England,Right
248148,Zubimendi,Martín Zubimendi Ibáñez,"CDM, CM",83,87,26,Spain,Right
258966,A. Cambiaso,Andrea Cambiaso,"LB, RB, LM",79,82,25,Italy,Left
216267,A. Robertson,Andrew Henry Robertson,"LB, LM",82,82,31,Scotland,Left
228618,F. Mendy,Ferland Sinna Mendy,"LB, LM",81,81,30,France,Left
237646,D. Muñoz,Daniel Muñoz Mejía,"RB, RM",81,81,29,Colombia,Right
224196,R. Bensebaini,Ramy Bensebainiرامي بن سبعيني,"LB, CB, LM",79,79,30,Algeria,Left
237520,M. Camara,Mohamed Mady Camara,"CM, CDM",74,74,28,Guinea,Right
210406,P. Zieliński,Piotr Sebastian Zieliński,CM,80,80,31,Poland,Right
235794,E. Eze,Eberechi Oluchi Eze,"CAM, LW, ST",83,84,27,England,Right
240243,Matheus Cunha,Matheus Santos Carneiro da Cunha,"CAM, LW, ST",83,85,26,Brazil,Right
267430,N. Deossa,Nelson Alexander Deossa Suárez,"CM, CDM, CAM",75,80,25,Colombia,Left
247103,D. Hancko,Dávid Hancko,"CB, LB, LM",83,85,27,Slovakia,Left
197781,Isco,Francisco Román Alarcón Suárez,"CAM, LM, CM",84,84,33,Spain,Right
191740,Ander Herrera,Ander Herrera Agüera,"CDM, CM",78,78,35,Spain,Right
205214,Z. Tripić,Zlatko Hovland Tripić,"RW, LW, RM",76,76,32,Norway,Right
222737,Malcom,Malcom Filipe Silva de Oliveira,"CAM, RM, LM, CM",82,82,28,Brazil,Left
235537,E. Sánchez,Erick Daniel Sánchez Ocegueda,"CM, CDM",78,81,25,Mexico,Right
255001,N. Rovella,Nicolò Rovella,"CDM, CM",79,84,23,Italy,Right
255009,K. Taylor,Kenneth Ina Dorothea Taylor,"CM, CAM",78,84,23,Netherlands,Left
230481,Ronaldo Cabrais,Ronaldo Jailson Cabrais Petri,"CAM, RM, CM",83,83,29,Brazil,Right
268683,M. Folorunsho,Michael Ijemuan Folorunsho,"CAM, CM, ST",75,75,27,Italy,Right
213884,R. Christie,Ryan Christie,"CDM, CM, CAM",79,79,30,Scotland,Left
226456,Fornals,Pablo Fornals Malla,"CDM, CM, RM",79,79,29,Spain,Right
208618,Lucas Vázquez,Lucas Vázquez Iglesias,"RB, RM",77,77,34,Spain,Right
245235,A. Bah,Alexander Hartmann Bah,"RB, RM",78,79,27,Denmark,Right
225663,A. Golovin,Aleksandr GolovinГоловин Александр Сергеевич,"LM, CAM, LW",79,79,29,Russia,Right
230183,Gerson Armão,Gérson Adriano Gutierres Serra,"LB, LM",78,78,25,Brazil,Left
212091,Rodinei,Rodinei Marcelo de Almeida,"RB, RM",79,79,33,Brazil,Right
216435,S. Lobotka,Stanislav Lobotka,"CM, CDM",83,83,30,Slovakia,Right
229261,D. Zakaria,Denis Lemi Zakaria Lako Lado,"CDM, CM",82,83,28,Switzerland,Right
232244,S. Ascacíbar,Santiago Lionel Ascacíbar,"CDM, CM",78,78,28,Argentina,Right
241508,M. Damsgaard,Mikkel Krogh Damsgaard,"CAM, CM",80,83,24,Denmark,Right
225126,E. Skhiri,Ellyes Joris Skhiriإلياس صخيري,"CDM, CM",80,80,30,Tunisia,Right
210047,F. Schär,Fabian Lukas Schär,CB,82,82,33,Switzerland,Right
247819,N. Schlotterbeck,Nico Cedric Schlotterbeck,CB,85,88,25,Germany,Left
158023,L. Messi,Lionel Andrés Messi Cuccitini,"RW, ST, CAM, RM",86,86,38,Argentina,Left
193352,R. Rodríguez,Ricardo Iván Rodríguez Araya,"LB, CB, LM",74,74,32,Switzerland,Left
226162,E. Buendía,Emiliano Buendía Stati,"CAM, LM, RM, CM",77,77,28,Argentina,Right
176580,L. Suárez,Luis Alberto Suárez Díaz,"ST, CAM",79,79,38,Uruguay,Right
242964,A. Gordon,Anthony Michael Gordon,"LW, RW, LM",83,86,24,England,Right
213565,T. Lemar,Thomas Lemar,"CM, LM",77,77,29,France,Left
203376,V. van Dijk,Virgil van Dijk,CB,90,90,33,Netherlands,Right
231318,R. Perraud,Romain Paul Jean-Michel Perraud,"LB, LM",74,75,27,France,Left
242434,C. Jones,Curtis Jones,"CAM, CM, CDM",80,83,24,England,Right
223273,M. Pašalić,Mario Pašalić,"CM, CAM",80,80,30,Croatia,Right
230965,N. Nández,Nahitan Michel Nández Acosta,"CM, RB, RM, CAM",76,76,29,Uruguay,Right
205157,Ruiz de Galarreta,Iñigo Ruiz de Galarreta Etxeberria,"CDM, CM",80,80,31,Spain,Right
240507,A. Gomes,Adilson Angel Abreu de Almeida Gomes,"CAM, CM, CDM",76,81,24,England,Right
223154,O. Tufan,Ozan Tufan,"CDM, CAM, ST, CM",73,73,30,Türkiye,Right
272874,A. Engels,Arne Engels,"CM, CDM",75,84,21,Belgium,Right
259583,D. Udogie,Iyenoma Destiny Udogie,LB,80,84,22,Italy,Left
241509,Mauro Júnior,Mauro Jaqueson Junior Ferreira dos Santos,"LB, CM, RB, LM",79,82,26,Brazil,Left
235152,F. Kadıoğlu,Ferdi Erenay Kadıoğlu,"RB, LB, RM",79,81,25,Türkiye,Right
245138,G. Galoppo,Giuliano Galoppo,"CM, CAM",74,75,26,Argentina,Right
252060,T. Pobega,Tommaso Pobega,"CM, CDM",74,77,25,Italy,Right
243627,Y. Adli,Yacine Adliياسين عدلي,"CDM, CM",78,83,24,France,Right
213991,J. Lerma,Jefferson Andrés Lerma Solís,"CDM, CM, CB",77,77,30,Colombia,Right
240709,R. Baku,Bote Ridle Nzuzi Baku,"RM, RB, RW",78,78,27,Germany,Right
234505,Evander,Evander da Silva Ferreira,"CAM, CM, ST",79,80,27,Brazil,Right
244261,L. Majer,Lovro Majer,"CM, CAM, RM",78,79,27,Croatia,Left
256675,O. Marmoush,Omar Khaled Mohamed Marmoush,"ST, CAM, LW",84,85,26,Egypt,Right
236477,A. Claude-Maurice,Alexis Claude-Maurice,"CAM, CM, LW",77,78,27,France,Right
227535,R. Bentancur,Rodrigo Bentancur Colmán,"CDM, CM",80,81,28,Uruguay,Right
254579,L. Da Cunha,Lucas Da Cunha,"CDM, CM, CAM",74,79,24,France,Left
230786,Pepelu,José Luis García Vayá,"CM, CDM",77,78,26,Spain,Right
227813,O. Zinchenko,Oleksandr ZinchenkoЗінченко Олександр Володимирович,LB,77,77,28,Ukraine,Left
232711,J. Stage,Jens Dalsgaard Stage,"CM, CDM",78,78,28,Denmark,Right
241496,T. Weah,Timothy Tarpeh Weah,"RM, RB",77,78,25,United States,Right
225403,İ. Kahveci,İrfan Can Kahveci,"RW, CAM, CM, RM",78,78,29,Türkiye,Left
239301,L. Martínez,Lisandro Martínez,CB,81,82,27,Argentina,Left
195864,P. Pogba,Paul Labile Pogba,"CM, CDM, CAM",79,79,32,France,Right
214047,M. Uribe,Andrés Mateus Uribe Villa,"CM, CDM",76,76,34,Colombia,Right
209989,T. Partey,Thomas Teye Partey,"CDM, CM, RB",83,83,32,Ghana,Right
251573,Renan Lodi,Renan Augusto Lodi dos Santos,"LB, LM",78,79,27,Brazil,Left
220659,J. Brownhill,Joshua Brownhill,"CDM, CM, CAM",76,76,29,England,Right
235008,L. Robertone,Lucas Gastón Robertone,"CM, CDM",72,72,28,Argentina,Right
227647,M. Mittelstädt,Maximilian Mittelstädt,"LB, LM",82,82,28,Germany,Left
251294,Guga Rodrigues,Gonçalo Rosa Gonçalves Pereira Rodrigues,"CM, LM, CAM",74,74,27,Portugal,Right
211688,Gayà,José Luis Gayà Peña,"LB, LM",81,81,30,Spain,Left
229188,V. Pavlidis,Vangelis PavlidisΒαγγέλης Παυλίδης,"ST, CAM",82,84,26,Greece,Right
216700,M. Meza,Maximiliano Eduardo Meza,"CM, LW, RW, LM",75,75,32,Argentina,Right
221053,E. Gómez,Elías José Gómez,"LB, LM",73,73,31,Argentina,Left
266127,L. Hall,Lewis Kieran Hall,LB,80,86,20,England,Left
234153,Carlos Soler,Carlos Soler Barragán,"CM, CAM",77,77,28,Spain,Right
193198,N. Gudelj,Nemanja GudeljНемања Гудељ,"CB, CDM",77,77,33,Serbia,Right
229659,B. Heynen,Bryan Heynen,"CDM, CM, CAM",78,78,28,Belgium,Right
193082,J. Cuadrado,Juan Guillermo Cuadrado Bello,"RM, RB, RW",76,76,37,Colombia,Right
20801,Cristiano Ronaldo,Cristiano Ronaldo dos Santos Aveiro,ST,85,85,40,Portugal,Right
233029,R. Aliendro,Rodrigo Germán Aliendro,"CM, CDM, CB",74,74,34,Argentina,Right
237386,K. Dewsbury-Hall,Kiernan Frank Dewsbury-Hall,"CM, CAM, CDM",77,78,26,England,Left
264330,C. Zafeiris,Christos ZafeirisΧρήστος Ζαφείρης,"CM, CDM",75,82,22,Greece,Right
